,token,first_seen,last_seen,tx_count,total_value,max_value_in_tx
22,Auto Stake (AStake),2021-03-17 13:17:12.016,2021-03-17 13:17:12.016,1,37914051121.224495,37914051121.224495
23,BABE Token (BABE),2021-03-10 15:12:47.485,2021-03-15 22:30:32.116,3,582.2602325705453,346.3308208058453
24,BELT Token (BELT),2021-03-11 11:46:57.091,2021-03-20 10:43:28.974,8,34.671969634700005,13.3359492729
25,BINANCEPUNKS (ß),2021-03-14 22:07:23.285,2021-03-14 22:07:23.285,1,1.0,1.0
26,BLinkToken (blink),2021-03-14 14:59:31.331,2021-03-18 23:58:54.139,3,2190.026464,1359.107489
27,BNB Cash (BNBC),2021-03-18 03:35:33.411,2021-03-19 18:21:46.310,2,0.0311966596,0.0188122604
28,BSC Conflux (bCFX),2021-03-24 07:02:54.590,2021-03-24 07:02:54.590,1,108.3,108.3
29,BSCPAD.com (BSCPAD),2021-03-14 14:59:31.328,2021-03-23 07:41:23.798,3,238.6284538967,189.3478036966
30,BSWAP (BSWAP),2021-03-18 19:55:32.568,2021-03-18 19:55:32.568,1,4.8931243369,4.8931243369
31,BTesta (BTESTA),2021-03-22 13:16:31.280,2021-03-22 13:16:31.280,1,37.2,37.2
32,BUX Token (BUX),2021-03-10 20:45:53.460,2021-03-10 20:45:53.460,1,90.1021020578,90.1021020578
33,Bakery LPs (BLP),2021-03-10 15:12:47.644,2021-03-18 17:52:21.984,3,0.047001,0.0342
34,BakeryToken (BAKE),2021-03-11 05:26:53.800,2021-03-26 10:41:56.136,11,4219.672444614501,2306.1041744831
35,Balloon Toke... (BLN),2021-03-15 22:30:35.026,2021-03-15 22:30:35.026,1,0.0029475,0.0029475
36,Bamboo Token (BBOO),2021-03-23 18:38:53.574,2021-03-23 18:38:53.574,1,19.7052631579,19.7052631579
37,Bat True Dol... (BTD),2021-03-15 11:21:13.198,2021-03-21 15:17:48.100,4,360.8178152493999,166.8668429488
38,Bat True Sha... (BTS),2021-03-11 11:46:57.153,2021-03-23 14:30:50.590,5,10.4788630324,7.0
39,Believer (BLVR),2021-03-18 17:52:22.030,2021-03-18 17:52:22.030,1,223.213,223.213
40,Bella Protoc... (BEL),2021-03-15 16:22:10.488,2021-03-15 16:22:10.488,1,78.545,78.545
41,Berry Tribut... (BRY),2021-03-11 18:09:30.191,2021-03-26 10:41:56.088,4,42.349655074400005,35.0
42,Billion Happ... (BHC),2021-03-11 18:09:33.175,2021-03-18 03:35:33.468,2,1.8950336311999998,1.5012440435999999
43,Binance GeoD... (BGEO),2021-03-23 14:30:50.650,2021-03-23 14:30:50.650,1,12.4214093354,12.4214093354
44,Binance-Peg ... (ADA),2021-03-10 20:45:53.530,2021-03-11 01:29:43.290,2,50.7592,50.5592
45,Binance-Peg ... (BTCB),2021-03-10 15:12:47.499,2021-03-23 07:41:23.785,10,0.6426622687999999,0.45
46,Binance-Peg ... (BUSD),2021-03-10 15:12:47.605,2021-03-25 16:07:09.518,200,665216.4972651378,194753.0054894205
47,Binance-Peg ... (BUSD-T),2021-03-10 15:12:47.477,2021-03-24 11:10:46.259,40,63565.8482079266,10000.0
48,Binance-Peg ... (DAI),2021-03-15 22:30:35.052,2021-03-24 07:02:51.622,3,557.9208882839391,284.83
49,Binance-Peg ... (DOGE),2021-03-23 07:41:23.870,2021-03-23 07:41:23.870,1,540.20640269,540.20640269
50,Binance-Peg ... (DOT),2021-03-10 16:00:47.587,2021-03-11 18:56:42.182,2,27.802427723500003,23.99463756
51,Binance-Peg ... (ETH),2021-03-14 22:07:23.318,2021-03-26 10:41:56.188,10,2056.0165719861,2011.3577115019
52,Binance-Peg ... (LTC),2021-03-15 22:30:32.079,2021-03-18 23:58:54.105,2,25.108524768509483,20.688702753075212
53,Binance-Peg ... (SUSHI),2021-03-11 21:19:17.819,2021-03-16 23:02:05.072,2,250.0,200.0
54,Binance-Peg ... (UNI),2021-03-19 18:21:46.478,2021-03-19 18:21:46.478,1,5.53523762,5.53523762
55,Binance-Peg ... (USDC),2021-03-11 08:37:35.556,2021-03-21 15:17:48.112,3,5829025.640852497,5774169.005106333
56,Bingo Cash (BGO),2021-03-18 23:58:54.068,2021-03-18 23:58:54.068,1,0.07419762481318846,0.07419762481318846
57,Bingo Share (sBGO),2021-03-18 17:52:21.963,2021-03-22 13:09:04.338,6,0.0770625469,0.0316748753
58,BitBlocks Fi... (BBFI),2021-03-18 03:35:33.355,2021-03-20 14:47:02.807,3,70.7429062427,62.5103469423
59,BlueToken (BLUE),2021-03-15 16:22:10.414,2021-03-20 20:54:54.082,3,35.0684915921,34.3755458515
60,Bogged Finan... (BOG),2021-03-18 17:52:22.021,2021-03-25 16:07:09.459,3,92.9226672342,46.4038319785
61,Borshchik (BORSHC...),2021-03-11 18:56:42.187,2021-03-11 18:56:42.187,1,656.25,656.25
62,BrickChain (BRICK),2021-03-14 22:54:54.932,2021-03-23 08:23:24.102,6,1793.1430410915998,1186.6752437152
63,Bulb Token (BLB),2021-03-17 15:20:44.857,2021-03-17 15:20:44.857,1,8999.0,8999.0
64,Bunny Token (BUNNY),2021-03-15 16:22:10.402,2021-03-24 11:10:46.243,10,25.6289632762,8.0103928646
65,Burger Swap (BURGER),2021-03-17 15:20:44.837,2021-03-17 15:20:44.837,1,0.0021282805,0.0021282805
66,COMPLUS (COM),2021-03-15 22:30:32.087,2021-03-15 22:30:32.087,1,78.0,78.0
67,CafeSwap Tok... (BREW),2021-03-10 20:45:53.554,2021-03-22 13:16:31.190,7,28.42329795,21.2671391667
68,Cake or Deat... (COD),2021-03-16 23:02:02.106,2021-03-16 23:02:02.106,1,5.178817448,5.178817448
69,CardSwap Tok... (CARD),2021-03-10 20:45:53.472,2021-03-10 20:45:53.472,1,35.0,35.0
70,CheeseSwap I... (CID),2021-03-11 05:26:53.773,2021-03-21 15:17:48.130,3,111.8615079365,59.4107142857
71,CheesecakeSw... (CCAKE),2021-03-17 07:10:46.425,2021-03-20 20:54:54.168,2,19.3704083703,16.2906313002
72,CherryBlosso... (BLOSS),2021-03-20 10:43:29.110,2021-03-20 10:43:29.110,1,15795.94395123,15795.94395123
73,Chi Gastoken... (CHI),2021-03-14 22:54:54.735,2021-03-24 07:02:51.628,14,696.0,250.0
74,Chicken Keba... (CHIk),2021-03-23 07:41:23.839,2021-03-23 07:41:23.839,1,143.2470755443,143.2470755443
75,CocosTokenV2 (COCOS),2021-03-14 14:59:31.204,2021-03-14 14:59:31.204,1,6.19,6.19
76,Community St... (CSE),2021-03-16 23:02:05.073,2021-03-16 23:02:05.073,1,4.55,4.55
77,Conquer Swap... (BOAT),2021-03-21 15:17:48.196,2021-03-21 15:17:48.196,1,0.5088339223,0.5088339223
78,Contentos (COS),2021-03-16 23:02:05.099,2021-03-16 23:02:05.099,1,44403.7824368179,44403.7824368179
79,CoralFarm To... (CRL),2021-03-11 21:19:17.761,2021-03-17 13:17:11.984,2,2.8244274809,2.0
80,Corona Virus (VIRUS),2021-03-11 18:09:30.237,2021-03-20 14:47:02.872,5,268.7670194885,264.8640671731
81,Croco Vector... (CVV),2021-03-11 01:29:43.293,2021-03-11 01:29:43.293,1,0.016153846200000002,0.016153846200000002
82,Cryptoz eXPe... (CZXP),2021-03-14 14:59:31.226,2021-03-21 13:15:30.205,7,967.0,480.0
83,Cub Finance (CUB),2021-03-11 05:26:53.860,2021-03-22 13:16:31.246,3,5.2983997514,4.7142857143
84,DARUMA (DARUMA),2021-03-18 17:52:21.986,2021-03-18 17:52:21.986,1,2851206.68176954,2851206.68176954
85,DEFI 100 (D100),2021-03-11 11:46:57.196,2021-03-11 11:46:57.196,1,23685.221455278,23685.221455278
86,DF-BUSD-POOL (DF-BUS...),2021-03-21 13:15:30.176,2021-03-21 13:15:30.176,1,3041.6628708757,3041.6628708757
87,DFuture Toke... (DFT),2021-03-11 11:46:57.098,2021-03-15 11:21:13.232,2,2557.890861,2553.0
88,DODO bird (DODO),2021-03-11 01:29:40.352,2021-03-21 15:17:48.105,2,3.0401227902,3.0392584156
89,DUSA (DUSA),2021-03-20 14:47:02.864,2021-03-20 14:47:02.864,1,0.57362347,0.57362347
90,DXS TOKEN (DXS),2021-03-21 05:03:37.336,2021-03-21 05:03:37.336,1,0.0602895871,0.0602895871
91,DailySwap To... (DailyS),2021-03-11 11:46:57.112,2021-03-21 21:25:36.940,3,15306.1012691427,15106.1012691427
92,Data Leak C1... (TOPSEC...),2021-03-25 16:07:09.468,2021-03-25 16:07:09.468,1,1081.8517041075,1081.8517041075
93,DeadSoul Tok... (DSL),2021-03-17 15:20:44.864,2021-03-17 15:20:44.864,1,12.8462569181,12.8462569181
94,Dimsum (DMS),2021-03-21 13:15:30.263,2021-03-22 13:09:04.260,2,110523760.37045994,108343917.01977886
95,Dino Token (DINO),2021-03-14 22:07:23.391,2021-03-16 23:02:04.995,3,3.1472392638,2.9447852761
96,Divine Lock (DVL),2021-03-23 08:23:24.085,2021-03-23 08:23:24.092,2,12258.5603619462,8419.8035344979
97,Doraemon (DORAE),2021-03-11 18:57:26.860,2021-03-11 18:57:26.860,1,10050888794.127012,10050888794.127012
98,Doritos Coin (DPUMP),2021-03-10 20:45:53.543,2021-03-10 20:45:53.543,1,1.571304196,1.571304196
99,Dragon Aces (Aces),2021-03-20 14:47:02.798,2021-03-20 14:47:02.798,1,493085932.8032791,493085932.8032791
100,Duck Token (DUCK),2021-03-14 22:53:33.942,2021-03-24 11:10:46.186,2,1924.3059356238,1921.5988998481
101,ETNA Network (ETNA),2021-03-21 15:17:48.153,2021-03-21 15:17:48.153,1,619150.0,619150.0
102,Eclipse (ECP),2021-03-18 17:52:22.042,2021-03-18 17:52:22.042,1,34.7234042553,34.7234042553
103,Egg Plant To... (EGPL),2021-03-17 13:17:11.961,2021-03-17 13:17:11.961,1,10.0,10.0
104,Elastic BNB (XBN),2021-03-25 16:07:09.594,2021-03-25 16:07:09.594,1,64.0767347177,64.0767347177
105,Eleven.finan... (ELE),2021-03-18 03:35:33.382,2021-03-18 03:35:33.382,1,6.3272598937,6.3272598937
106,Ellipsis.fin... (3EPS),2021-03-24 07:02:54.587,2021-03-24 07:02:54.587,1,9992.6274957051,9992.6274957051
107,Energy Token (Energy),2021-03-17 13:17:11.893,2021-03-21 21:25:37.007,9,128.4416485518,97.3856589685
108,Eva (EVA),2021-03-21 13:15:30.278,2021-03-21 13:15:30.278,1,28.16,28.16
109,FAC (FAC),2021-03-17 15:20:44.835,2021-03-17 15:20:44.915,2,2.4710548211,1.4710548211
110,FEGtoken (FEG),2021-03-14 22:53:33.974,2021-03-20 10:43:28.967,2,29428027370.79306,25480000000.0
111,FOREST Finan... (FOREST),2021-03-23 18:38:53.415,2021-03-23 18:38:53.585,2,0.3199102286,0.2557442481
112,FREE coin BS... (FREE),2021-03-11 05:26:53.794,2021-03-22 13:16:31.223,4,114548087.36722927,100000000.0
113,Falopa (FLP),2021-03-20 20:54:54.127,2021-03-20 20:54:54.127,1,0.0067841234000000005,0.0067841234000000005
114,Farming: 1in... (farm-1...),2021-03-11 18:09:33.184,2021-03-11 18:09:33.184,1,55.4110802931,55.4110802931
115,Fero (Fero),2021-03-15 22:30:32.092,2021-03-15 22:30:32.092,1,7.619614283550725,7.619614283550725
116,FireBull Tok... (FBull),2021-03-22 13:09:04.357,2021-03-22 13:09:04.361,2,86.5061247228,63.4892889742
117,Friction Fin... (TAO),2021-03-20 10:43:29.066,2021-03-20 10:43:29.066,1,22.998288263,22.998288263
118,Fruit Token (FRUIT),2021-03-10 20:45:53.499,2021-03-10 20:45:53.499,1,302.8273809524,302.8273809524
119,FullSail Fin... (SAIL),2021-03-11 08:37:35.566,2021-03-20 20:54:54.175,10,59.7153871083,43.7248592639
120,GasBack (GasBac...),2021-03-14 14:59:31.228,2021-03-14 14:59:31.228,1,1050.6567721488,1050.6567721488
121,Giraffe Toke... (GIRAFF...),2021-03-17 15:20:44.814,2021-03-17 15:20:44.892,2,1.1366744457000002,0.7762501013
122,GoSwapp (GOFI),2021-03-14 22:07:23.261,2021-03-14 22:07:23.261,1,15.0,15.0
123,Gold Fish (GLDFIS...),2021-03-11 11:46:57.058,2021-03-16 23:02:05.090,2,12.2935045482,12.2066666667
124,Golden Goose... (GG1),2021-03-10 16:00:47.513,2021-03-23 18:38:53.542,15,926.2825640197003,849.516479882
125,Golden Goose... (GG2),2021-03-11 18:09:30.219,2021-03-19 18:21:46.462,19,246.2109708479,163.1980399751
126,Golden Goose... (GG3),2021-03-18 17:52:21.957,2021-03-26 10:41:56.163,14,58.27527046398163,35.5971501932
127,GoldenGem (GOG),2021-03-15 11:21:13.212,2021-03-15 11:21:13.212,1,48722394.95490413,48722394.95490413
128,Goose Golden... (EGG),2021-03-10 20:45:53.483,2021-03-25 16:07:09.597,22,85.2529905837,28.7614546276
129,GourmetGalax... (GUM),2021-03-24 07:02:51.638,2021-03-24 07:02:51.638,1,20029.0,20029.0
130,Harakiri Tok... ($HRKR),2021-03-22 13:09:04.333,2021-03-22 13:16:31.166,2,3670635.5389257288,2639457.714675852
131,Helmet.insur... (Helmet),2021-03-10 15:12:47.470,2021-03-16 23:01:46.762,3,26614.5238266518,26558.0
132,HyperAlloy (ALLOY),2021-03-10 15:12:47.535,2021-03-24 07:02:51.639,10,654.5977987477909,419.9378017341
133,HyperMechs (MECHS),2021-03-14 14:59:31.201,2021-03-14 14:59:31.201,1,1.0000559677,1.0000559677
134,IMO (IMO),2021-03-21 21:25:37.014,2021-03-21 21:25:37.014,1,2832.6601115934,2832.6601115934
135,IRON Share (SIL),2021-03-11 01:29:40.331,2021-03-15 22:30:32.102,2,6.770837399632136,4.6212824281
136,IRON Share V... (STEEL),2021-03-18 11:44:29.739,2021-03-23 18:38:53.486,4,92.1801745476,65.2791779911
137,Injective Pr... (INJ),2021-03-15 22:30:35.067,2021-03-15 22:30:35.067,1,85.66807081446473,85.66807081446473
138,Interest Bea... (ibBNB),2021-03-19 14:18:28.766,2021-03-19 14:18:28.766,1,79.8365558672,79.8365558672
139,Iron Finance (IRON),2021-03-17 13:17:11.954,2021-03-17 13:17:11.954,1,400000.0,400000.0
140,JULb (JULb),2021-03-11 21:19:17.741,2021-03-23 07:41:23.867,9,4.465116862941381,2.2269022629
141,Jade Token (JADE),2021-03-25 16:07:09.514,2021-03-25 16:07:09.514,1,0.5960816311,0.5960816311
142,Jiggly (JIGG),2021-03-14 14:59:31.322,2021-03-21 21:25:36.928,6,98.38763628378109,66.6273952917
143,Juggernaut D... (JGN),2021-03-17 15:20:44.848,2021-03-17 15:20:44.848,1,999.000211,999.000211
144,JulSwap (JulD),2021-03-10 15:12:47.483,2021-03-24 07:02:54.488,19,81361.3071816625,30682.7517671273
145,KIWIGO (KGO),2021-03-14 22:07:23.254,2021-03-22 13:16:31.206,4,97.48976,72.48976
146,Kebab Token (KEBAB),2021-03-11 01:29:43.279,2021-03-20 02:32:28.791,5,85.9866174263,43.287037037
147,Kindcow Fina... (KIND),2021-03-11 11:46:57.128,2021-03-15 22:30:35.060,5,83.47068698999999,72.32305781
148,King of the ... (KOTH),2021-03-16 23:01:46.835,2021-03-16 23:02:02.109,2,5.104545034099999,2.8425907441
149,KingdomSwapF... (CROWN),2021-03-14 22:53:34.011,2021-03-14 22:53:34.011,1,1.3997296472,1.3997296472
150,Kirin (KIRI),2021-03-10 20:45:53.514,2021-03-10 22:19:25.587,2,2.7254853076,2.7214432023
151,Klingon Toke... (KLING),2021-03-11 15:43:05.439,2021-03-11 15:43:05.564,2,0.1217426803,0.1195945322
152,Knight Token (KNIGHT),2021-03-15 16:22:10.472,2021-03-15 16:22:10.528,2,15757.2705157307,10822.6119485411
153,LIGHTENING.C... (LIC),2021-03-24 11:10:46.161,2021-03-24 11:10:46.270,3,200.0,100.0
154,LTO Network (LTO),2021-03-26 10:41:56.149,2021-03-26 10:41:56.149,1,14.7929900021,14.7929900021
155,LarvaSwap To... (LARVA),2021-03-11 01:29:43.255,2021-03-11 01:29:43.255,1,14.0986668411,14.0986668411
156,Lead Token o... (LEAD),2021-03-11 18:09:30.272,2021-03-23 07:41:23.796,3,18213.600874807402,17484.0974149383
157,LenaShield T... (LST),2021-03-18 23:58:51.155,2021-03-18 23:58:51.155,1,0.0,0.0
158,Life (LIFE),2021-03-19 18:21:46.307,2021-03-19 18:21:46.307,1,16.4811285714,16.4811285714
159,Lightning (LIGHT),2021-03-15 22:30:35.023,2021-03-15 22:30:35.023,1,15565.03701092,15565.03701092
160,Linear Token (LINA),2021-03-10 16:00:47.506,2021-03-24 07:02:54.573,5,46284.4699985662,30000.0
161,Litentry (LIT),2021-03-11 21:19:17.847,2021-03-14 22:53:33.920,2,24.5445832832,23.5695832832
162,Lyptus Token (LYPTUS),2021-03-21 13:15:30.224,2021-03-21 13:15:30.224,1,12.4418604651,12.4418604651
163,MDG/BUSD Val... (MDGBUS...),2021-03-10 15:12:47.464,2021-03-10 15:12:47.464,1,17.5151233569,17.5151233569
164,MDO/MDG Valu... (MDOMDG),2021-03-10 20:45:53.562,2021-03-10 20:45:53.562,1,7.9899635573,7.9899635573
165,MEE/WBNB Val... (MEEWBN...),2021-03-10 16:00:47.563,2021-03-10 16:00:47.563,1,5.99592e-05,5.99592e-05
166,MES/WBNB Val... (MESWBN...),2021-03-16 23:01:46.823,2021-03-16 23:01:46.823,1,0.0736680324,0.0736680324
167,MX Token (MX),2021-03-24 07:02:54.493,2021-03-24 07:02:54.493,1,0.0,0.0
168,MacaronSwap ... (MCRN),2021-03-18 19:55:32.513,2021-03-18 19:55:32.523,2,237.7,200.0
169,Magic Balanc... (MGB),2021-03-22 13:16:31.189,2021-03-22 13:16:31.189,1,0.05,0.05
170,Magikarp (MAGI),2021-03-10 22:19:25.624,2021-03-10 22:19:25.624,1,73445.19,73445.19
171,Mango Farm (MANGO),2021-03-17 07:10:46.334,2021-03-17 07:10:46.334,1,0.0152694886,0.0152694886
172,ManySwap Tok... (MANY),2021-03-20 20:54:54.182,2021-03-20 20:54:54.182,1,26.6055045872,26.6055045872
173,MarsCats (🐱),2021-03-19 18:21:46.334,2021-03-19 18:21:46.461,2,2.0,1.0
174,Melon (MELN),2021-03-20 20:54:54.134,2021-03-20 20:54:54.134,1,197.2014134276,197.2014134276
175,MeowSwap Tok... (MEOW),2021-03-18 19:55:32.468,2021-03-18 19:55:32.468,1,52.8894451443,52.8894451443
176,Meowth Token (MEOWTH),2021-03-10 20:45:53.487,2021-03-18 03:35:33.372,3,875.058411215,856.308411215
177,Mercipith (MERCY),2021-03-10 15:12:47.579,2021-03-10 15:12:47.579,1,0.96,0.96
178,Midas Dollar (MDO),2021-03-10 22:19:25.606,2021-03-23 14:30:50.621,7,694.0671659650999,501.1019163191
179,Midas Dollar... (MDS),2021-03-10 15:12:47.509,2021-03-25 16:07:09.491,7,0.2686939649,0.1208408843
180,Midas Gold (MDG),2021-03-10 16:00:47.575,2021-03-17 15:20:44.832,6,5.0173971804,3.533258868
181,Midas Gold 2 (MDG2),2021-03-16 23:01:46.712,2021-03-24 07:02:54.517,8,2.5164342302,1.4249130807000001
182,MochiSwap To... (MOCHI),2021-03-19 18:21:46.376,2021-03-19 18:21:46.376,1,65.9209291695,65.9209291695
183,Moeda SEEDS (SEEDS),2021-03-10 15:12:47.522,2021-03-11 18:57:26.775,2,9916.4535644679,9821.7293402165
184,Monster Slay... (MSC),2021-03-20 14:47:02.740,2021-03-20 14:47:02.740,1,412.7066959751,412.7066959751
185,Monster Slay... (MSS),2021-03-11 11:46:57.191,2021-03-24 11:10:45.307,4,4.646360191299999,4.414
186,Moo BIFI (mooBIF...),2021-03-17 07:10:46.303,2021-03-19 18:21:46.416,2,10.4167175303,6.5565674896
187,Moola (MLA),2021-03-14 14:59:31.295,2021-03-14 14:59:31.295,1,200.0,200.0
188,Moon Defi (MNDF),2021-03-11 01:29:43.299,2021-03-11 01:29:43.299,1,90000000000.0,90000000000.0
189,Mouse.Farm (MOUSE),2021-03-11 11:46:57.053,2021-03-16 23:01:46.790,2,23.8886963567,23.177482186
190,NAR Token (NAR),2021-03-18 11:44:29.718,2021-03-18 11:44:29.718,1,24971.1114838322,24971.1114838322
191,NFTArt.Finan... (NFTART),2021-03-23 18:38:53.564,2021-03-23 18:38:53.564,1,443024304241646.5,443024304241646.5
192,NFTL Token (NFTL),2021-03-15 11:21:13.206,2021-03-15 11:21:13.206,1,686.1344268218,686.1344268218
193,NIFDO Protoc... (NFD),2021-03-16 23:01:46.812,2021-03-16 23:01:46.812,1,20.0,20.0
194,Nerve (NRV),2021-03-16 23:02:02.103,2021-03-16 23:02:02.103,1,321.2253967229,321.2253967229
195,Ninetails (NINE),2021-03-23 07:41:23.756,2021-03-23 07:41:23.756,1,3.1010309278,3.1010309278
196,Niubi Token (NIU),2021-03-10 20:45:53.524,2021-03-10 20:45:53.524,1,8.5714285714,8.5714285714
197,Nominex (NMX),2021-03-22 13:16:31.213,2021-03-22 13:16:31.213,1,61.678130269,61.678130269
198,Nyan Cat Tok... (NCAT),2021-03-23 18:38:53.513,2021-03-23 18:38:53.513,1,483052916199.7157,483052916199.7157
199,Nyan Token (NYAN),2021-03-23 14:30:50.595,2021-03-23 14:30:50.595,1,59.1233766234,59.1233766234
200,OBRB (OBRb),2021-03-11 01:29:40.336,2021-03-11 01:29:40.336,1,1.0,1.0
201,OREO (ORE),2021-03-19 14:18:28.844,2021-03-19 14:18:28.844,1,30.0,30.0
202,PANDADAO (PDAO),2021-03-14 22:07:23.320,2021-03-14 22:07:23.320,1,1123565.0,1123565.0
203,PEGASUS Fina... (PEGASU...),2021-03-17 13:17:11.941,2021-03-17 13:17:11.941,1,279.2502337603,279.2502337603
204,Palm Token (PALM),2021-03-21 05:03:37.320,2021-03-21 05:03:37.320,1,35.4829433324,35.4829433324
205,Pancake LPs (Cake-L...),2021-03-10 15:12:47.491,2021-03-26 10:41:56.132,92,40278.12129832545,31226.8650341369
206,PancakeSwap ... (Cake),2021-03-10 15:12:47.530,2021-03-26 10:41:56.098,146,10706.795660324111,4667.8169339869
207,Peanut (PNUT),2021-03-11 08:37:35.494,2021-03-11 08:37:35.494,1,25423.20278005,25423.20278005
208,PepeSwap Tok... (PEPE),2021-03-18 19:55:32.565,2021-03-18 19:55:32.565,1,100000.0,100000.0
209,Perrserker T... (PERRSE...),2021-03-11 05:26:53.737,2021-03-11 05:26:53.737,1,1086.44426137,1086.44426137
210,Pet Token (PET),2021-03-23 18:38:53.551,2021-03-23 18:38:53.551,1,1.0,1.0
211,PeyniCoin (PYC),2021-03-11 21:19:17.816,2021-03-11 21:19:17.816,1,1.5,1.5
212,PhaserBSC (PHX),2021-03-11 18:09:30.309,2021-03-11 18:09:30.309,1,11.8695750061,11.8695750061
213,PhoenixDefi.... (PNIX),2021-03-17 15:20:44.862,2021-03-17 15:20:44.862,1,100.0,100.0
214,Piano Token (PIANO),2021-03-23 14:30:50.573,2021-03-23 14:30:50.573,1,0.0827831019,0.0827831019
215,Pichu Token (PICHU),2021-03-14 22:54:54.902,2021-03-14 22:54:54.902,1,9.7252365461,9.7252365461
216,Pig Token (PIG),2021-03-15 16:22:10.489,2021-03-17 15:20:44.788,2,4082714495.137997,3551159164.80245
217,Pill (PILL),2021-03-11 01:29:40.324,2021-03-11 01:29:43.247,5,17.7352139822,7.6133389822
218,Pineapple (PIN),2021-03-19 14:18:28.849,2021-03-20 02:32:28.812,3,2.4615384614999996,2.2615384615
219,Pinelix (PNL),2021-03-19 18:21:46.391,2021-03-19 18:21:46.391,1,7000000.0,7000000.0
220,PizzaSwap (PIZZA),2021-03-17 13:17:11.962,2021-03-22 13:16:31.176,2,6.6925396825000005,6.655
221,PoFi (PoFi),2021-03-21 13:15:30.194,2021-03-21 13:15:30.194,1,0.3396226415,0.3396226415
222,Pokeball (POKE),2021-03-14 22:53:34.039,2021-03-14 22:53:34.039,1,3.0,3.0
223,Polaris (POLAR),2021-03-14 14:59:31.207,2021-03-14 14:59:31.207,1,0.9375,0.9375
224,PolyCrowns (pCWS),2021-03-19 18:21:46.315,2021-03-19 18:21:46.315,1,0.3110417574,0.3110417574
225,Pulldogswap (PUS),2021-03-11 05:26:53.812,2021-03-11 05:26:53.812,1,719049019.0553942,719049019.0553942
226,RAKE (RAKE),2021-03-14 14:59:31.212,2021-03-14 14:59:31.212,1,0.0041587515,0.0041587515
227,RAMP DEFI (RAMP),2021-03-11 01:29:40.362,2021-03-11 08:37:35.607,2,22805.4797204496,22708.5525584486
228,RON (RON),2021-03-25 16:07:09.512,2021-03-25 16:07:09.512,1,100000.0,100000.0
229,Ramen Token (Ramen),2021-03-10 22:19:22.676,2021-03-25 16:07:09.587,4,158.5906465276,152.1001974738
230,Reactive.fin... (REACT),2021-03-11 18:56:42.043,2021-03-11 18:56:42.043,1,305326.21096084,305326.21096084
231,Reef.finance (REEF),2021-03-14 22:07:23.385,2021-03-14 22:07:23.385,1,1992.068184756,1992.068184756
232,Rick finance (RICK),2021-03-26 10:41:56.158,2021-03-26 10:41:56.158,1,2.8467153285,2.8467153285
